Name,Type,Attunement,Price,Source,,,,,,,,,,,,,,,,,,,,,
Enspelled Staff,Staff,Attunement,Varies,DMG,,,,,,,,,,,,,,,,,,,,,
Enspelled Weapon,Weapon,Attunement,Varies,DMG,,,,,,,,,,,,,,,,,,,,,
Eversmoking Bottle,Wondrous Item,-,400 GP,DMG,,,,,,,,,,,,,,,,,,,,,
Eyes of Charming,Wondrous Item,Attunement,400 GP,DMG,,,,,,,,,,,,,,,,,,,,,
Eyes of Minute Seeing,Wondrous Item,-,400 GP,DMG,,,,,,,,,,,,,,,,,,,,,
Eyes of the Eagle,Wondrous Item,-,400 GP,DMG,,,,,,,,,,,,,,,,,,,,,
Figurine of Wondrous Power,Wondrous Item,-,Varies,DMG,,,,,,,,,,,,,,,,,,,,,
Final Messenger,Wondrous Item,,400 GP,EB,,,,,,,,,,,,,,,,,,,,,
Gauntlets of Ogre Power,Wondrous Item,Attunement,400 GP,DMG,,,,,,,,,,,,,,,,,,,,,
Gem of Brightness,Wondrous Item,-,200 GP,DMG,,,,,,,,,,,,,,,,,,,,,
Gloves of Missile Snaring,Wondrous Item,Attunement,400 GP,DMG,,,,,,,,,,,,,,,,,,,,,
Gloves of Storing,Wondrous Item,-,400 GP,EB,,,,,,,,,,,,,,,,,,,,,
Gloves of Swimming and Climbing,Wondrous Item,Attunement,400 GP,DMG,,,,,,,,,,,,,,,,,,,,,
Gloves of Thievery,Wondrous Item,-,400 GP,DMG,,,,,,,,,,,,,,,,,,,,,
Goggles of Night,Wondrous Item,-,400 GP,DMG,,,,,,,,,,,,,,,,,,,,,
Hag Eye,Wondrous Item,-,400 GP,DMG,,,,,,,,,,,,,,,,,,,,,
Harper Pin,Wondrous Item,Attunement,Varies,FRHoF,,,,,,,,,,,,,,,,,,,,,
Hat of Disguise,Wondrous Item,Attunement,400 GP,DMG,,,,,,,,,,,,,,,,,,,,,
Hat of Vortexes,Wondrous Item,Attunement,400 GP,NF,,,,,,,,,,,,,,,,,,,,,
Headband of Intellect,Wondrous Item,Attunement,400 GP,DMG,,,,,,,,,,,,,,,,,,,,,
Helm of Awareness,Wondrous Item,-,400 GP,EFotA,,,,,,,,,,,,,,,,,,,,,
Helm of Comprehending Languages,Wondrous Item,-,400 GP,DMG,,,,,,,,,,,,,,,,,,,,,
Helm of Telepathy,Wondrous Item,Attunement,400 GP,DMG,,,,,,,,,,,,,,,,,,,,,
Houseward,Wondrous Item,,400 GP,EB,,,,,,,,,,,,,,,,,,,,,
Hungry Weapon,Weapon,Attunement,B + 400 GP,EB,,,,,,,,,,,,,,,,,,,,,
Immovable Rod,Rod,-,400 GP,DMG,,,,,,,,,,,,,,,,,,,,,
Instrument of the Bards,Wondrous Item,Attunement,Varies,DMG,,,,,,,,,,,,,,,,,,,,,
Javelin of Lightning,Weapon,-,B+400 GP,DMG,,,,,,,,,,,,,,,,,,,,,
Keoghtom's Ointment,Wondrous Item,-,200 GP,DMG,,,,,,,,,,,,,,,,,,,,,
Lantern of Revealing,Wondrous Item,-,400 GP,DMG,,,,,,,,,,,,,,,,,,,,,
Mariner's Armor,Armor,-,B+400 GP,DMG,,,,,,,,,,,,,,,,,,,,,
Mechanical Wonder,Wondrous Item,-,Varies,FRHoF,,,,,,,,,,,,,,,,,,,,,
Medallion of Thoughts,Wondrous Item,Attunement,400 GP,DMG,,,,,,,,,,,,,,,,,,,,,
Mind Sharpener,Ring,Attunement,400 GP,EFotA,,,,,,,,,,,,,,,,,,,,,
Mithral Armor,Armor,-,B+400 GP,DMG,,,,,,,,,,,,,,,,,,,,,
Nature's Mantle,Wondrous Item,Attunement,400 GP,DMG,,,,,,,,,,,,,,,,,,,,,
Necklace of Adaptation,Wondrous Item,Attunement,400 GP,DMG,,,,,,,,,,,,,,,,,,,,,
Oil of Slipperiness,Potion,-,200 GP,DMG,,,,,,,,,,,,,,,,,,,,,
Pearl of Power,Wondrous Item,Attunement,400 GP,DMG,,,,,,,,,,,,,,,,,,,,,
Periapt of Health,Wondrous Item,Attunement,400 GP,DMG,,,,,,,,,,,,,,,,,,,,,
Periapt of Wound Closure,Wondrous Item,Attunement,400 GP,DMG,,,,,,,,,,,,,,,,,,,,,
Philter of Love,Potion,-,200 GP,DMG,,,,,,,,,,,,,,,,,,,,,
Pipes of Haunting,Wondrous Item,-,400 GP,DMG,,,,,,,,,,,,,,,,,,,,,
Pipes of Pestilence,Wondrous Item,Attunement,400 GP,WtHC,,,,,,,,,,,,,,,,,,,,,
Pipes of the Sewers,Wondrous Item,Attunement,400 GP,DMG,,,,,,,,,,,,,,,,,,,,,
Poison Soaked Kukri,Weapon,Attunement,B+400 GP,WtHC,,,,,,,,,,,,,,,,,,,,,
Potion of Animal Friendship,Potion,-,200 GP,DMG,,,,,,,,,,,,,,,,,,,,,
Potion of Fire Breath,Potion,-,200 GP,DMG,,,,,,,,,,,,,,,,,,,,,
Potion of Giant Strength,Potion,-,Varies,DMG,,,,,,,,,,,,,,,,,,,,,
Potion of Growth,Potion,-,200 GP,DMG,,,,,,,,,,,,,,,,,,,,,
Potion of Healing,Potion,-,Varies,DMG,,,,,,,,,,,,,,,,,,,,,
Potion of Poison,Potion,-,200 GP,DMG,,,,,,,,,,,,,,,,,,,,,
Potion of Pugilism,Potion,-,200 GP,DMG,,,,,,,,,,,,,,,,,,,,,
Potion of Resistance,Potion,-,200 GP,DMG,,,,,,,,,,,,,,,,,,,,,
Potion of Water Breathing,Potion,-,200 GP,DMG,,,,,,,,,,,,,,,,,,,,,
Prospector's Wand,Wand,Attunement,400 GP,EB,,,,,,,,,,,,,,,,,,,,,
Quaal's Feather Token,Wondrous Item,-,Varies,DMG,,,,,,,,,,,,,,,,,,,,,
Quiver of Ehlonna,Wondrous Item,-,400 GP,DMG,,,,,,,,,,,,,,,,,,,,,
Quiver of Energy,Wondrous Item,,400 GP,EB,,,,,,,,,,,,,,,,,,,,,
Reliquary of Dawn,Wondrous Item,-,400 GP,LFL,,,,,,,,,,,,,,,,,,,,,
Reliquary of Twilight,Wondrous Item,-,400 GP,LFL,,,,,,,,,,,,,,,,,,,,,
Repeating Shot,Weapon,Attunement,B+400 GP,EFotA,,,,,,,,,,,,,,,,,,,,,
Repulsion Shield,Armor,-,B+400 GP,EFotA,,,,,,,,,,,,,,,,,,,,,
Returning Weapon,Weapon,-,B+400 GP,EFotA,,,,,,,,,,,,,,,,,,,,,
Ring of Jumping,Ring,Attunement,400 GP,DMG,,,,,,,,,,,,,,,,,,,,,
Ring of Mind Shielding,Ring,Attunement,400 GP,DMG,,,,,,,,,,,,,,,,,,,,,
Ring of Swimming,Ring,-,400 GP,DMG,,,,,,,,,,,,,,,,,,,,,
Ring of Warmth,Ring,Attunement,400 GP,DMG,,,,,,,,,,,,,,,,,,,,,
Ring of Water Walking,Ring,-,400 GP,DMG,,,,,,,,,,,,,,,,,,,,,
Robe of Useful Items,Wondrous Item,-,200 GP,DMG,,,,,,,,,,,,,,,,,,,,,
Rod of the Pact Keeper,Rod,Attunement,Varies,DMG,,,,,,,,,,,,,,,,,,,,,
Rope of Climbing,Wondrous Item,-,400 GP,DMG,,,,,,,,,,,,,,,,,,,,,
Saddle of the Cavalier,Wondrous Item,-,400 GP,DMG,,,,,,,,,,,,,,,,,,,,,
Sending Stones,Wondrous Item,-,400 GP,DMG,,,,,,,,,,,,,,,,,,,,,
Sentinel Shield,Armor,-,B+400 GP,DMG,,,,,,,,,,,,,,,,,,,,,
Shield,Armor,-,Varies,DMG,,,,,,,,,,,,,,,,,,,,,
Slippers of Spider Climbing,Wondrous Item,Attunement,400 GP,DMG,,,,,,,,,,,,,,,,,,,,,
Soarsled,Wondrous Item,-,400 GP,EB,,,,,,,,,,,,,,,,,,,,,
Spellburrow,Wondrous Item,Attunement,400 GP,EB,,,,,,,,,,,,,,,,,,,,,
Spell Scroll,Scroll,-,Varies,DMG,,,,,,,,,,,,,,,,,,,,,
Spell-Refueling Ring,Ring,Attunement,400 GP,EFotA,,,,,,,,,,,,,,,,,,,,,
Spiked Shield,Armor,Attunement,B+400 GP,WtHC,,,,,,,,,,,,,,,,,,,,,
Staff of the Adder,Staff,Attunement,400 GP,DMG,,,,,,,,,,,,,,,,,,,,,
Staff of the Python,Staff,Attunement,400 GP,DMG,,,,,,,,,,,,,,,,,,,,,
Stone of Good Luck,Wondrous Item,Attunement,400 GP,DMG,,,,,,,,,,,,,,,,,,,,,
Sword of Vengeance,Weapon,Attunement,B+400 GP,DMG,,,,,,,,,,,,,,,,,,,,,
Thayan Spell Tattoo,Wondrous Item,Attunement,Special,FRHoF,,,,,,,,,,,,,,,,,,,,,
Throwing Scarab,Wondrous Item,Attunement,400 GP,EB,,,,,,,,,,,,,,,,,,,,,
Tools of the Master,Wondrous Item,Attunement,B+400 GP,EB,,,,,,,,,,,,,,,,,,,,,
Toungueworm,Wondrous Item,Attunement,400 GP,EB,,,,,,,,,,,,,,,,,,,,,
Trident of Fish Command,Weapon,Attunement,B+400 GP,DMG,,,,,,,,,,,,,,,,,,,,,
Wand of Magic Detection,Wand,-,400 GP,DMG,,,,,,,,,,,,,,,,,,,,,
Wand of Magic Missiles,Wand,-,400 GP,DMG,,,,,,,,,,,,,,,,,,,,,
Wand of Secrets,Wand,-,400 GP,DMG,,,,,,,,,,,,,,,,,,,,,
Wand of the War Mage,Wand,Attunement,Varies,DMG,,,,,,,,,,,,,,,,,,,,,
Wand of Web,Wand,Attunement,400 GP,DMG,,,,,,,,,,,,,,,,,,,,,
Wandering Eye,Wondrous Item,Attunement,400 GP,EB,,,,,,,,,,,,,,,,,,,,,
Weapon,Weapon,-,Varies,DMG,,,,,,,,,,,,,,,,,,,,,
Weapon of Warning,Weapon,Attunement,B+400 GP,DMG,,,,,,,,,,,,,,,,,,,,,
Wind Fan,Wondrous Item,-,400 GP,DMG,,,,,,,,,,,,,,,,,,,,,
Winged Boots,Wondrous Item,Attunement,400 GP,DMG,,,,,,,,,,,,,,,,,,,,,
Wraps of Unarmed Power,Wondrous Item,-,Varies,DMG,,,,,,,,,,,,,,,,,,,,,
Potbelly Plate,"Amor (breastplate, half plate, or plate)",Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Glaring Armor,Armor (any armor),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Venombane Armor,Armor (any light armor),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Pactbound Armor,Armor (any light),Yes-Warlock,,GSB,,,,,,,,,,,,,,,,,,,,,
Sagittarian Vestments,Armor (any),"Yes-Cleric, Paladin",,GSB,,,,,,,,,,,,,,,,,,,,,
Warding Armor,Armor (any),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Scorpio Armor,Armor (halfplate or plate),Yes-Wizard,,GSB,,,,,,,,,,,,,,,,,,,,,
Wildskin Armor,Armor (hide),Yes-Druid,,GSB,,,,,,,,,,,,,,,,,,,,,
Pollinator Carapace,"Armor (leather, studded, or hide)","Yes-Druid, Ranger",,GSB,,,,,,,,,,,,,,,,,,,,,
Displacement Leathers,Armor (leather),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Mirage Leathers,Armor (leather),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Owlbear Leather Armor,Armor (leather),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Wraith's Garb,Armor (leather),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Fey-Touched Armor,"Armor (light, medium, or heavy)",No,,GSB,,,,,,,,,,,,,,,,,,,,,
Veteran's Armor,Armor (medium or heavy),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Lionheart Armor,"Armor (medium, heavy)",Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Blowfish Armor,Armor (padded),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Angler's Armor,Armor (scale mail),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Bane Shield,Armor (shield),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Barricade Shield,Armor (shield),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Battery Shield,Armor (shield),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Battlebeat Drum,Armor (shield),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Battlechef Buckler,Armor (shield),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Bramble Buckler,Armor (shield),"Yes-Druid, Ranger",,GSB,,,,,,,,,,,,,,,,,,,,,
Bulette Bulwark,Armor (shield),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Coralshield Golem,Armor (shield),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Couatl Heralds Guard,Armor (shield),Yes-Good Aligned,,GSB,,,,,,,,,,,,,,,,,,,,,
Festerwood Buckler,Armor (shield),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Feywatch Shield,Armor (shield),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Frostbitten Buckler,Armor (shield),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Ironleaf Oaken Shield,Armor (shield),Yes-Druid,,GSB,,,,,,,,,,,,,,,,,,,,,
Jo'Catian Rebuker,Armor (shield),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Overshield,Armor (shield),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Pisces Shield,Armor (shield),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Protector's Ward,Armor (shield),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Relentless Bulwark,Armor (shield),"Yes-Cleric, Paladin",,GSB,,,,,,,,,,,,,,,,,,,,,
Retaliating Shield of Ink,Armor (shield),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Shield of the Great Badger,Armor (shield),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Sir Varion's Shield,Armor (shield),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Stinkbug Shield,Armor (shield),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Silver Eagle Studded Cuirass,Armor (studded leather),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Bottled Talent,Potion,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Celestial Sunrise Potion,Potion,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Oil of Reanimation,Potion,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Oil of Superior Mending,Potion,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Oozo,Potion,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Potion of Nature's Growth,Potion,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Rejuvenating Draft,Potion,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Shifter's Shine,Potion,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Wispy Sour,Potion,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Arming Ring,Ring,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Artisan's Signet,Ring,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Brawler's Ring,Ring,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Flintlock Rings,Ring,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Heavenly Hand Chain,Ring,Yes-Cleric,,GSB,,,,,,,,,,,,,,,,,,,,,
Hushed Ring,Ring,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Jolting Ring,Ring,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Medusan Signet,Ring,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Picker's Pockets,Ring,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Ravenous Ring,Ring,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Ring of Eight Eyes,Ring,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Ring of Fanged Familiars,Ring,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Ring of Healer's Heroism,Ring,Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Ring of Jailbreaking,Ring,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Ring of Rituals,Ring,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Ring of Seething,Ring,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Ring of Stolen Alacrity,Ring,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Ring of the Five Lights,Ring,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Ring of the Hunger,Ring,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Ring of the Mute Mage,Ring,Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Ring of the Phantom Carriage,Ring,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Ring of the Sandskimmer,Ring,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Ring of the Soul Harvest,Ring,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Ring of Volleys,Ring,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Ringmaster's Signet,Ring,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Rings of Wind,Ring,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Trumpeting Ring,Ring,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Wailing Ring,Ring,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Wraith's Ring,Ring,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Baton of Many Sizes,Rod,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Camper's Respite,Rod,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Fireamber Scepter,Rod,Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Medium's Rod,Rod,Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Reliquary of Holy Memories,Rod,"Yes-Cleric, Paladin",,GSB,,,,,,,,,,,,,,,,,,,,,
Rod of Instant Pillars,Rod,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Rod of the Scarecrow,Rod,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Rod of Thought Projection,Rod,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Doom Scroll,Scroll,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Ledger Scroll,Scroll,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Schematic Scroll,Scroll,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Scroll of Mapping,Scroll,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Scroll of Moving Performances,Scroll,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Scroll of Rugs,Scroll,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Scroll of Scripts,Scroll,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Spoken Letter,Scroll,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Coil Crook,Staff,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Forest Eye Staff,Staff,"Yes-Druid, Ranger",,GSB,,,,,,,,,,,,,,,,,,,,,
Great Owl's Staff,Staff,Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Majordomo Staff,Staff,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Mirrorlight Harbinger,Staff,Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Mycelial Staff,Staff,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Staff of Cubic Cultivation,Staff,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Staff of Pigeons,Staff,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Staff of the Black Raven,Staff,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Staff of the Cauldron Carrier,Staff,Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Staff of the Dream Shepherd,Staff,Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Staff of the Snail,Staff,Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Staff of the Vineyard,Staff,"Yes-Cleric, Druid, Monk, Ranger",,GSB,,,,,,,,,,,,,,,,,,,,,
Stagehand's Crook,Staff,Yes-Bard,,GSB,,,,,,,,,,,,,,,,,,,,,
Tempest Staff,Staff,"Yes-Cleric, Druid, Sorcerer, Wizard",,GSB,,,,,,,,,,,,,,,,,,,,,
Wandelabra Staff,Staff,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Angler's Wand,Wand,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Dramus' Wand of Noises,Wand,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Jailbreaker's Wand,Wand,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Talyard the Greats Wand of Power,Wand,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Wand of Dowsing,Wand,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Wand of Eyes,Wand,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Wand of Flares,Wand,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Wand of Knots,Wand,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Wand of Steam,Wand,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Behirazooka,Weapon,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Phosphor Arrow,Weapon (a bolt or arrow),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Healing Arrow,Weapon (an arrow or bolt),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Void Arrow,Weapon (an arrow or bolt),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Lightning Rod Ammunition,Weapon (any ammunition),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Axe of Hurricanes,Weapon (any axe),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Tether Tearer,Weapon (any axe),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Candleflame Bow,Weapon (any bow or crossbow),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Battlement Bow,Weapon (any bow),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Great Owl's Bow,Weapon (any bow),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Weapon of Spite,Weapon (any melee),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Weapon of Verdict,Weapon (any melee),Yes-Good Aligned,,GSB,,,,,,,,,,,,,,,,,,,,,
Galepierce Weapons,Weapon (any piercing thrown weapon),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Dragon Edge Weapons,Weapon (any slashing or piercing simple weapon),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Sword of the Pack Leader,Weapon (any sword),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Weapon of Blind Faith,Weapon (any),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Arrow of Anchoring,Weapon (arrow or bolt),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Bolt of Inspiration,Weapon (arrow or bolt),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Arrow of Expulsion,Weapon (arrow),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Mage Arrow,Weapon (arrow),,,GSB,,,,,,,,,,,,,,,,,,,,,
Owlbear-Fletched Arrow,Weapon (arrow),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Rooting Arrows,Weapon (arrow),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Rust Arrows,Weapon (arrow),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Battletax,Weapon (battleaxe),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Dart of the Macaw,Weapon (blowgun needle or dart),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Compass Blowgun,Weapon (blowgun),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Fanfare Blowgun,Weapon (blowgun),Yes-Bard,,GSB,,,,,,,,,,,,,,,,,,,,,
Gusting Blowgun,Weapon (blowgun),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Murk Blowgun,Weapon (blowgun),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Quillgun,Weapon (blowgun),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Flintstone Club,Weapon (club or greatclub),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Smoldering Club,Weapon (club or greatclub),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Clangor Clapper,Weapon (club or mace),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Battlebeat Club,Weapon (club),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Club of Dancing,Weapon (club),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Club of the Forest Drake,Weapon (club),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Club of the Rook,Weapon (club),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Lodestone Bolts,Weapon (crossbow bolt),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Crossbow of the Flying Fist,"Weapon (crossbow, hand)",Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Orner's Venomous Crossbow,"Weapon (crossbow, hand)",Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Trampling Crossbow,"Weapon (crossbow, heavy)",No,,GSB,,,,,,,,,,,,,,,,,,,,,
Battlechef Field Dresser,Weapon (dagger),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Bloodthirsty Bistoury,Weapon (dagger),Yes-Evil Aligned,,GSB,,,,,,,,,,,,,,,,,,,,,
Courtesans Fanblade,Weapon (dagger),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Covolt Dagger,Weapon (dagger),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Dagger of First Light,Weapon (dagger),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Dusk Dagger,Weapon (dagger),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Foursworn Stiletto,Weapon (dagger),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Frozen Dagger,Weapon (dagger),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Glass Carver,Weapon (dagger),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Legion of Brass Katars,Weapon (dagger),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Pearlers Blade,Weapon (dagger),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Riff's Dimensional Ripper,Weapon (dagger),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Comet Dart,Weapon (dart),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Dart of Caltrops,Weapon (dart),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Hadiya's Handy Quill,Weapon (dart),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Serpent Dart,Weapon (dart),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Stormstrike Dart,Weapon (dart),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Weaving Wasp Needles,Weapon (dart),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Whirlpool Dart,Weapon (dart),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Attack-In-The-Box,Weapon (flail),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Explosive Flail,Weapon (flail),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Flail of Slime,Weapon (flail),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Marlinspike Flail,Weapon (flail),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Prisoner's Flail,Weapon (flail),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Scorpion Glaive,Weapon (glaive),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Silver Eagle Weapons,"Weapon (greataxe, greatsword, lance, or maul)",No,,GSB,,,,,,,,,,,,,,,,,,,,,
Felling Greataxe,Weapon (greataxe),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Squasher,Weapon (greatclub),No,,GSB,,,,,,,,,,,,,,,,,,,,,
