Name,Type,Attunement,Price,Source,,,,,,,,,,,,,,,,,,,,,
Raven's Feather,Weapon,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Phoenix Arrow,Weapon (a bolt or arrow),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Ironleaf Impaler,Weapon (a javelin or a spear),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Wildfire Ammunition,Weapon (an arrow or bolt),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Runic Ammunition,Weapon (any ammunition),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Axe of the Aurora,Weapon (any axe),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Axe of the Radiant Sun,Weapon (any axe),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Wavecutter,Weapon (any axe),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Bow of the Cobra,Weapon (any bow),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Bow of the Twilight Valkyrie,Weapon (any bow),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Cloudburst,Weapon (any bow),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Couatl Heralds Reach,Weapon (any bow),Yes-Good Aligned,,GSB,,,,,,,,,,,,,,,,,,,,,
Gambler's Bow,Weapon (any bow),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Marshwarden Bow,Weapon (any bow),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Mirrorlight Stinger,Weapon (any bow),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Skirmisher's Bow,Weapon (any bow),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Webgrip Bow,Weapon (any bow),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Bloodletter's Crossbow,Weapon (any crossbow),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Dragonkin Weapon,Weapon (any melee),Yes-Dragonborn,,GSB,,,,,,,,,,,,,,,,,,,,,
Warding Weapon,Weapon (any melee),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Verax Weapon,Weapon (any metal melee weapon),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Dragon Edge Weapons,Weapon (any slashing or piercing simple weapon),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Couatl Heralds Fang,Weapon (any sword or dagger),Yes-Good Aligned,,GSB,,,,,,,,,,,,,,,,,,,,,
Ennervating Crystal Sword,Weapon (any sword),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Monster Tamers Sword,Weapon (any sword),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Solacesteel Mitigator,Weapon (any sword),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Sword of Sacrifice,Weapon (any sword),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Voltedge,Weapon (any sword),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Whirling Weapons,Weapon (any),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Dragonbreath Ammunition,Weapon (arrow or bolt),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Ammunition of Fireworks,"Weapon (arrow, bolt, or firearm bullet)",No,,GSB,,,,,,,,,,,,,,,,,,,,,
Ammunition of Fireworks,"Weapon (arrow, bolt, or firearm bullet)",No,,GSB,,,,,,,,,,,,,,,,,,,,,
Arrow of Expulsion,Weapon (arrow),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Blossoming Arrow,Weapon (arrow),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Murderous Arrow,Weapon (arrow),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Pointed Arrow,Weapon (arrow),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Shadowfletched Arrow,Weapon (arrow),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Sonar Arrow,Weapon (arrow),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Axe of the Minotaur,Weapon (battleaxe or greataxe),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Weapon of Mooring,"Weapon (battleaxe, longsword, or warhammer)",Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Dwarven Iron Axe,Weapon (battleaxe),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Fyre Shredder,Weapon (battleaxe),Yes-Bard,,GSB,,,,,,,,,,,,,,,,,,,,,
Phase Axe,Weapon (battleaxe),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Sheer Cold,Weapon (battleaxe),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Stonebleeder,Weapon (battleaxe),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Discordant Blowgun,Weapon (blowgun),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Fife of Dragonsong,Weapon (blowgun),Yes-Bard,,GSB,,,,,,,,,,,,,,,,,,,,,
Snowstorm Blowgun,Weapon (blowgun),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Starmetal Blowgun,Weapon (blowgun),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Serpentine Bolas,Weapon (bolas),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Bolt of Wild Lightning,Weapon (bolt),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Blazeball Bat,Weapon (club or greatclub),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Druidic Throwing Club,Weapon (club),"Yes-Druid, Ranger, Nature Cleric, OoA Paladin",,GSB,,,,,,,,,,,,,,,,,,,,,
Medzo's Crossbow,"Weapon (crossbow, hand)",No,,GSB,,,,,,,,,,,,,,,,,,,,,
Quickdraw,"Weapon (crossbow, hand)",No,,GSB,,,,,,,,,,,,,,,,,,,,,
Vigilus,"Weapon (crossbow, hand)",Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Consecrated Hunter's Crossbow,"Weapon (crossbow, heavy or light)",No,,GSB,,,,,,,,,,,,,,,,,,,,,
Comet Ballista,"Weapon (crossbow, heavy)",Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Riptide Crossbow,"Weapon (crossbow, heavy)",Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Spitfire,"Weapon (crossbow, heavy)",Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Dragonbolt Blaster,"Weapon (crossbow, light or heavy)",No,,GSB,,,,,,,,,,,,,,,,,,,,,
Faerie Firework Launcher,"Weapon (crossbow, light or heavy)",Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Fire Fire,"Weapon (crossbow, light)",Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Starmetal Blaster,"Weapon (crossbow, light)",No,,GSB,,,,,,,,,,,,,,,,,,,,,
Spiker and Striker,Weapon (dagger and warhammer),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Aurum and Argentum,Weapon (dagger),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Basilisk Dagger,Weapon (dagger),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Blood Pact Bayonet,Weapon (dagger),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Cursed Fang,Weapon (dagger),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Death Marker,Weapon (dagger),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Devotee's Sacrificial Blade,Weapon (dagger),Yes-Warlock,,GSB,,,,,,,,,,,,,,,,,,,,,
Fish Ripper,Weapon (dagger),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Lamian Facestealer,Weapon (dagger),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Midnight Smoke,Weapon (dagger),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Mirrorlight Carver,Weapon (dagger),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Mourningsteel Stiletto,Weapon (dagger),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Nail of Mundanity,Weapon (dagger),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Narwhal Stiletto,Weapon (dagger),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Obsidian Star,Weapon (dagger),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Pick and Pocket,Weapon (dagger),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Seraphim's Stiletto,Weapon (dagger),Yes-Good Aligned,,GSB,,,,,,,,,,,,,,,,,,,,,
Silver Tongue,Weapon (dagger),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Spiderbite Daggers,Weapon (dagger),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Wandblade,Weapon (dagger),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Bullseye Dart,Weapon (dart),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Problem Solver,Weapon (firearm bullet),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Ankylosaurus Flail,Weapon (flail),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Caduceus Flail,Weapon (flail),"Yes-Cleric, Paladin",,GSB,,,,,,,,,,,,,,,,,,,,,
Hagshead Flail,Weapon (flail),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Harbinger's Flail,Weapon (flail),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Hell's Bells,Weapon (flail),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Hydra Flail,Weapon (flail),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Lantern Flail,Weapon (flail),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Thunderous Flail,Weapon (flail),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Tormentor's Flail,Weapon (flail),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Aciurgist's Blade,Weapon (glaive),Yes-Paladin,,GSB,,,,,,,,,,,,,,,,,,,,,
Covolt Scythe,Weapon (glaive),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Glaive of the Forest,Weapon (glaive),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Hellish Reaper,Weapon (glaive),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Knights Standard of Virtue,Weapon (glaive),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Rime of the Justicar,Weapon (glaive),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Wavebenders Leiomano,Weapon (glaive),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Chromatic Obsidian Greataxe,Weapon (greataxe),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Giantcraft Ambusher,Weapon (greataxe),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Grave Digger,Weapon (greataxe),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Jotun Frostcleaver,Weapon (greataxe),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Tyrannosaurus Rax,Weapon (greataxe),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Greatstone's Grasp,Weapon (greatclub),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Stalagmight Geode,Weapon (greatclub),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Candleflame Claymore,Weapon (greatsword),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Festerwood Claymore,Weapon (greatsword),No,,GSB,,,,,,,,,,,,,,,,,,,,,
King Crab Claymore,Weapon (greatsword),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Seadevil's Fang,Weapon (greatsword),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Wyvernwing,Weapon (greatsword),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Death Knell,Weapon (halberd),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Halberd of the Peacock,Weapon (halberd),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Harrier's Halberd,Weapon (halberd),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Knights Standard of Valor,Weapon (halberd),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Prototype Thunderberd,Weapon (halberd),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Dusk Cleaver,Weapon (handaxe),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Meteoric Javelin,Weapon (javelin),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Cannonlance,Weapon (lance),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Drill Lance,Weapon (lance),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Steel Hawk Elite Lance,Weapon (lance),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Reap and Sew,Weapon (light crossbow),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Master Machinists Marvelous Mallet,Weapon (light hammer),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Polaris Magistrate Gavel,Weapon (light hammer),Yes-Lawful Aligned,,GSB,,,,,,,,,,,,,,,,,,,,,
Quake Hammer,Weapon (light hammer),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Starmetal Striker,Weapon (light hammer),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Bow of the Elk Hunter,Weapon (longbow),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Champion's Greatbow,Weapon (longbow),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Killskull Longbow of Dread,Weapon (longbow),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Redeemer's Regards,Weapon (longbow),Yes-Paladin,,GSB,,,,,,,,,,,,,,,,,,,,,
Screaming Longbow,Weapon (longbow),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Gentleman's Saber,Weapon (longsword or scimitar),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Silver Dragon Katana,Weapon (longsword),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Silver Lily,Weapon (longsword),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Sword of Resonance,Weapon (longsword),Yes-Bard,,GSB,,,,,,,,,,,,,,,,,,,,,
Viper's Katana,Weapon (longsword),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Mace of Vampire Slaying,Weapon (mace or morningstar),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Dawn and Dusk,Weapon (mace or sickle),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Battlechef's Heated Skillet,Weapon (mace),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Lifeburst,Weapon (mace),"Yes-Cleric, Paladin",,GSB,,,,,,,,,,,,,,,,,,,,,
Mace of the Priest,Weapon (mace),Yes-Cleric,,GSB,,,,,,,,,,,,,,,,,,,,,
Toadstool Mace,Weapon (mace),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Crashing Tide Hammer,Weapon (maul or warhammer),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Battlebrew Maul,Weapon (maul),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Focus Breaker,Weapon (maul),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Hammer of the Ram,Weapon (maul),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Ironleaf Maul of Entanglement,Weapon (maul),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Maul of the Guiding Star,Weapon (maul),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Moonfallen Maul,Weapon (maul),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Radiant Defender,Weapon (maul),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Covolt Star,Weapon (morningstar),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Dawnbringer,Weapon (morningstar),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Iron Rose,Weapon (morningstar),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Mourningsteel Exlipse,Weapon (morningstar),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Bolt Rifle,Weapon (musket),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Demolitionist's Musket,Weapon (musket),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Rifle of Gusts,Weapon (musket),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Serpent Rifle,Weapon (musket),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Galvanic Steelsnare,Weapon (net),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Knights Standard of Vigor,Weapon (pike),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Pike of the Iron Barricade,Weapon (pike),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Solacesteel Requiem,Weapon (pike),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Spirit Pike,Weapon (pike),Yes-Cleric,,GSB,,,,,,,,,,,,,,,,,,,,,
Night Hawk Slayer,Weapon (pistol or shortsword),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Amethyst Revolver,Weapon (pistol),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Twin Pistol of the Fuming Bull,Weapon (pistol),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Rift Sheath,Weapon (quarterstaff or shortsword),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Leeching Quarterstaff,Weapon (quarterstaff),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Quarterstaff of the Elk,Weapon (quarterstaff),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Stormstruck Staff,Weapon (quarterstaff),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Wyvernblade,Weapon (rapier or shortsword),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Cinnabar Rapier,Weapon (rapier),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Doorway Rapier,Weapon (rapier),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Lunar Rapier,Weapon (rapier),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Medzo's Blade,Weapon (rapier),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Mourningsteel Saber,Weapon (rapier),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Rapier of the Black,Weapon (rapier),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Relentless Stinger,Weapon (rapier),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Sharp Tongue,Weapon (rapier),Yes-Bard,,GSB,,,,,,,,,,,,,,,,,,,,,
String Blade,Weapon (rapier),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Beetle Blades,Weapon (scimitar),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Dream Saber,Weapon (scimitar),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Lightning Khopesh,Weapon (scimitar),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Mirrorlight Edge,Weapon (scimitar),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Scimitar of Flames,Weapon (scimitar),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Scimitar of the Swarm,Weapon (scimitar),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Spirit Sheath,Weapon (Scimitar),Yes-Wis 13,,GSB,,,,,,,,,,,,,,,,,,,,,
Urnblade,Weapon (scimitar),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Viper Khopesh,Weapon (scimitar),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Air Render,Weapon (shortbow),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Bow of Mind Thievery,Weapon (shortbow),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Bow of Tentacles,Weapon (shortbow),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Bow of the Eldritch Archer,Weapon (shortbow),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Splintershot,Weapon (shortbow),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Twin Heartstring Bow,Weapon (shortbow),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Wyrmshide Bow,Weapon (shortbow),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Martial Spatha,Weapon (shortsword),"Yes-Barbarian, Fighter, Monk, Rogue",,GSB,,,,,,,,,,,,,,,,,,,,,
Companion Sickles,Weapon (sickle),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Giant Captain's Hook,Weapon (sickle),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Magpie Kusarigama,Weapon (sickle),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Magpie Kusarigama,Weapon (sickle),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Sickle of Cunning,Weapon (sickle),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Sickle of the Golden Ibis,Weapon (sickle),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Sickle of the Sphinx,Weapon (sickle),Yes-Int 13,,GSB,,,,,,,,,,,,,,,,,,,,,
Storm Sickle,Weapon (sickle),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Pennypuncher Slingshot,Weapon (sling),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Sling of the Tiny Giant,Weapon (sling),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Blackthorn Spear of the Moonless Hunter,Weapon (spear),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Boneash Spear,Weapon (spear),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Failed Purity Spear,Weapon (spear),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Fulgurite Spear,Weapon (spear),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Peregrine Spear,Weapon (spear),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Sky Anchor,Weapon (spear),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Splintering Spear,Weapon (spear),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Splintering Spear,Weapon (spear),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Starmetal Shard Spear,Weapon (spear),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Steam Harpoon,Weapon (spear),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Wardancer's Spear,Weapon (spear),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Spellsword,Weapon (sword),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Bloodshard Trident,Weapon (trident),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Eldritch Bident,Weapon (trident),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Frost Giant Fork,Weapon (trident),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Tidesplitter,Weapon (trident),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Trident of the Hydra,Weapon (trident),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Trifrost Trident,Weapon (trident),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Trifrost Trident,Weapon (trident),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Direstone Dwarven Pick,Weapon (war pick),Yes-Dwarf,,GSB,,,,,,,,,,,,,,,,,,,,,
Fight Picker,Weapon (war pick),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Gorgon War Pick,Weapon (war pick),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Magma War Pick,Weapon (war pick),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Shipwrecker,Weapon (war pick),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
War Pick of Backstabbing,Weapon (war pick),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Forgefire Hammer,Weapon (warhammer),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Warhammer of Eruptions,Weapon (warhammer),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Coldsnap,Weapon (whip),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Couatl Heralds Lash,Weapon (whip),Yes-Good Aligned,,GSB,,,,,,,,,,,,,,,,,,,,,
Jinxed Yarn,Weapon (whip),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Lash of the Spelldrinker,Weapon (whip),Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Leeching Lash,Weapon (whip),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Scarlet Scourge,Weapon (whip),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Abjurer's Ward,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Adventurer's Overcoat,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Alchemist's Firethrower,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Amulet of Divine Protection,Wondrous Item,"Yes-Cleric, Paladin",,GSB,,,,,,,,,,,,,,,,,,,,,
Amulet of Ideals,Wondrous Item,"Yes-Cleric, Paladin",,GSB,,,,,,,,,,,,,,,,,,,,,
Amulet of Immutability,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Amulet of Initiative,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Amulet of the Lycanthrope,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Amulet of the Sentinel,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Appraiser's Eye,Wondrous Item,Yes-Missing an Eye,,GSB,,,,,,,,,,,,,,,,,,,,,
Arcanist Gauntlets,Wondrous Item,Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Arcanist's Belt of Resiliency,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Arcanist's Lens,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Ashen Bloom,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Astral Caltrops,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Avian Circlet,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Badge of the Selfless,Wondrous item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Badge of the Wayfarer,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Bag of Magic Blocks,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Bandolier of the Elements,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Bangle of the Arcane Assassin,Wondrous Item,Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Bangle of the Starlight Raven,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Barbed Bowstring,Wondrous item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Bartender's Armistice,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Bascos Handy Bangle,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Battle Dancer Garb,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Beads of Meditation,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Bell of Pspspsp,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Belt of Orion,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Belt of the Hell Hound,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Belt of the Raid Leader,Wondrous Item,"Yes-Orc, Half Orc",,GSB,,,,,,,,,,,,,,,,,,,,,
Bewitching Brush,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Black Pudding Power Bomb,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Blizzard Sphere,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Boots of the Yeti,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Bounder's Ball,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Bracelet of the Shattered Aegis,Wondrous Item,Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
